UUID, Major, Minor, Colour, Time, Proximity, RSSI, Accuracy, Distance From Beacon (Real World), txPower
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 11.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 12.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 13.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 14.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 15.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 16.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 17.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 18.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 19.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 20.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 21.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 22.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 23.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 24.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 25.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 26.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 27.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 28.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 29.010000, 0, 0, -1.000000, 5, 8
B9407F30-F5F8-466E-AFF9-25556B57FE6D, 15295, 49236, purple, 30.010000, 0, 0, -1.000000, 5, 8
